Report No.,Code,Incident Type,Title,Date,Location,Barangay,Municipality,Province,Latitude,Longitude,Description,Weapons,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
8,PHL.26.04.13.007,Illicit transfer,Police Arrest Two Suspects in Firearms Buy-Bust in Camarines Sur,13 April 2026,"Barangay San Juan, Iriga City, Camarines Sur",Barangay San Juan,Iriga City,Camarines Sur,13.4202740256264,123.420079178636,"Police seized one craft ""KG9"" submachine gun with silencer, ten caliber .45 pistols, and four 9mm revolvers when they arrested two individuals engaged in the illegal sale of firearms in Barangay San Juan, Iriga City, Camarines Sur on 13 April 2026. The suspects were apprehended after selling firearms and magazines to an undercover operative; Iriga City Police Chief Lt. Col. Jeric Don Sadia confirmed the weapons originated from Cebu and were intended for sale to prospective buyers. An M16 airsoft replica was also recovered but is not a functional firearm. Both suspects face charges under RA 10591.","- 1 craft submachine gun
- 10 caliber .45 pistols
- 4 craft 9mm revolvers","Criminal Individual(s) (2 firearms sellers)
Police (Iriga City Police Station)","Criminal Individual, Police",,10,,,,,,,,,,,,,,,,,,,4,,,1,,Crime,,13,https://www.facebook.com/irigacps.csppo/posts/pfbid0HYjJ71hXGEqircezwFpRD56SMw5E7jUwMTUuMN3kgnGfTMYdQqcioEG4wyEwRSvQl
8,PHL.26.04.14.001,Surrender/amnesty,Amai Manabilang Residents Surrender 33 Weapons in Lanao del Sur,14 April 2026,"Municipal Legislative Building, Amai Manabilang, Lanao del Sur",Municipal Legislative Building,Amai Manabilang,Lanao del Sur,7.78601466677049,124.681419972925,"Residents of Amai Manabilang, Lanao del Sur surrendered firearms as part of a SALW Management Program turnover on 14 April 2026. The turnover was facilitated by troops of the 55th Infantry (Vigilant) Battalion in partnership with the LGU of Amai Manabilang and witnessed by Mayor Saidamem Leo Manabilang, Vice Mayor James Manabilang, and representatives from OPAPRU. The surrendered weapons — comprising Garand rifles, carbines, shotguns, and submachine guns, some bearing defaced serial numbers — were placed under the 55th IB's custody pending disposition in coordination with the Provincial SALW Valuation Committee; as part of the program, firearms were exchanged for livelihood packages.

Note that the weapons described in several reports (17 firearms and two grenades) are discrepant from the weapons shown in photographs of the event. Images from the event show around 33 weapons.","- 4 M1 Garand rifles
- 1 M14 rifle
- 1 M653 assault rifle
- 4 M1 Carbine rifles
- 1 Thompson submachine gun
- 1 Mini Uzi submachine gun
- 1 craft submachine gun
- 5 shotguns
- 3 craft rifle
- 9 craft shotguns
- 1 pistol
- 2 revolvers","Civilian Community (surrenderers)
Civilian Official(s) (Mayor Saidamem Leo Manabilang, Vice Mayor James Manabilang)
Military (PA, 55th Infantry Battalion, 103rd Infantry Brigade, 1st Infantry Division)","Civilian, Military",,1,2,1,9,5,2,,,,,,,,,,,,,,,3,9,1,,,,63.5,https://www.facebook.com/permalink.php?story_fbid=pfbid02gM9u1ttKTh4VJ2TWwJXQWGVm1ocimmAMAs4UKkQpFDQB3Sgs97rvLQko1Ejc1gp6l&id=61567793787128
8,PHL.26.04.14.002,Seizure,CIDG Seizes Pistol and Drugs from Rapper's Residence in Quezon City,14 April 2026,"Lazcano Street, Barangay Laging Handa, Diliman, Quezon City","Lazcano Street, Barangay Laging Handa, Diliman",Quezon City,Metro Manila,14.6321682026242,121.029463937042,"CIDG-NCR operatives seized one Taurus G3 caliber 9mm pistol and 15 rounds of ammunition when they served a search warrant at an apartment in Barangay Laging Handa, Diliman, Quezon City on 14 April 2026, arresting Filipino rapper Gabriel Abilla (alias Hev Abi) and six others for violation of RA 10591. Authorities also recovered 11 cartridges of suspected liquid marijuana, four sealed sachets of suspected cocaine, and drug paraphernalia; drug tests on the suspects reportedly returned positive results for shabu and marijuana. Abilla's management label denied all allegations and described the incident as a ""misunderstanding.""","- 1 Taurus G3 caliber 9mm pistol
- 15 rounds of ammunition","Unknown/Unaffiliated Entity (Gabriel Abilla/Hev Abi and 6 others, charged)
Police (CIDG-NCR)","Police, Unknown",,1,,,,,,,,,,,,,,,,,,15,,,,,,,,1.15,https://www.facebook.com/cidg.pio/posts/pfbid022C1b3bYQDFpDvcFdJHifLh3n5xe6H27du4ZyympHYhcGGE9psTb1w4CqjRJHx9mol
8,PHL.26.04.14.003,Seizure,Carnapping Suspect Arrested with Firearm in Quezon City,14 April 2026,"Barangay E. Rodriguez, Cubao, Quezon City","Barangay E. Rodriguez, Cubao",Quezon City,Metro Manila,14.6210987189196,121.049577648328,"A loaded .38 caliber revolver was recovered from alias ""Joseph"" when he was arrested in Barangay E. Rodriguez, Cubao, Quezon City on 14 April 2026 after attempting to steal a motorcycle from a supermarket parking area. A security guard witnessed Joseph pushing a co-worker's Yamaha Mio Gravis and alerted police; upon apprehension, officers found the firearm concealed in his sling bag. Verification revealed the suspect had a prior case under the Anti-VAWC Act.",- 1 .38 caliber revolver,"Criminal Individual(s) (carnapping suspect)
Police (QCPD)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,,,,,,,Crime,,1,https://tribune.net.ph/2026/04/15/qc-police-seize-suspect-in-attempted-theft-of-motorcycle
9,PHL.26.04.14.004,Seizure,Drug Dealer Arrested with Revolver in Cebu,14 April 2026,"Sitio Dunggoan, Barangay Basak, Mandaue City, Cebu","Sitio Dunggoan, Barangay Basak",Mandaue City,Cebu,10.3583555409304,123.951707098912,"Police seized a caliber .22 revolver and approximately 25 grams of suspected shabu (valued at PHP 170,000) from alias Anthony, 41, in a buy-bust operation in Sitio Dunggoan, Barangay Basak, Mandaue City on 14 April 2026. The Mandaue City Police Office's City Intelligence Unit and City Drug Enforcement Unit conducted the operation in coordination with the PDEA; the suspect faces charges under RA 9165 and RA 10591.",- 1 caliber .22 revolver,"Criminal individual(s) (alias Anthony, drug dealer)
Police (MCPO City Intelligence Unit, MCPO City Drug Enforcement Unit, PDEA)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,,,,,,,Crime,Drug trafficking,1,https://www.sunstar.com.ph/cebu/mandaue-police-net-shabu-firearm-suspect-arrest-bulacans-7th-most-wanted
8,PHL.26.04.15.001,Seizure,Troops Seize M1 Carbine Rifle Abandoned by NPA Fighters in Agusan del Sur,15 April 2026,"Purok 1, Barangay Mahayag, Bayugan City, Agusan del Sur","Purok 1, Barangay Mahayag",Bayugan City,Agusan del Sur,8.79962671662776,125.752657445581,"Troops seized one M1 carbine rifle abandoned by fleeing NPA militants in Barangay Mahayag, Bayugan City, Agusan del Sur on 15 April 2026. The operation was launched on actionable intelligence provided by alias ""Ka Dodong,"" a former militant who had previously surrendered to the 67th Infantry Battalion. The 401st Infantry Brigade attributed the recovery to strengthened intelligence networks and community cooperation targeting the NPA's North Eastern Mindanao Regional Committee (NEMRC).",- 1 M1 Carbine rifle,"Military (PA, 3rd Special Forces Battalion, 29th Infantry Battalion, 67th Infantry Battalion, 401st Infantry Brigade)
NSAG (CPP-NPA, NEMRC)","Military, NSAG",,,,,1,,,,,,,,,,,,,,,,,,,,,Insurgency,,3,https://www.facebook.com/kalinawnews/posts/pfbid0MQPdnNUf3jkSjfgZBfMpsiEw2kXYxUas2ZJNRkezDD2u7aFEC7zMuBnDr1fc3y47l
8,PHL.26.04.15.002,Seizure,"Robbery Suspect Arrested with Pistol in San Antonio, Quezon",15 April 2026,"Sitio Baybayin, Barangay Pury, San Antonio, Quezon","Sitio Baybayin, Barangay Pury",San Antonio,Quezon,13.9154543192008,121.313107022511,"Police seized one caliber .45 pistol and four rounds of ammunition from a 24-year-old robbery suspect in San Antonio, Quezon on 15 April 2026. The operation was triggered by two robbery incidents targeting convenience stores in San Juan, Batangas earlier the same day; personnel from Tiaong Municipal Police Station and the 1st QPMFC pursued leads to an armed encounter in Sitio Baybayin, resulting in the arrest of the suspect. Coordination continues to establish possible links to the Batangas robbery incidents.","- 1 .45 caliber pistol
- 4 rounds of ammunition","Criminal Individual(s) (robbery suspect)
Police (Tiaong MPS, 1st QPMFC, PRO-IV-A)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,4,,,,,,Crime,,1.04,https://www.facebook.com/pnp.pio/posts/pfbid02idBsxT5eBTc8uSHcdo2oTTDnjxv7kr8JTxgsBevwRyM76xmP6kKTpe3YszfWAzufl
8,PHL.26.04.15.003,Seizure,Police Arrest Suspected Drug Dealer with Revolver in Capiz,15 April 2026,"Barangay Tacas, Pontevedra, Capiz",Barangay Tacas,Pontevedra,Capiz,11.4770480944802,122.835861692968,"Police seized one .38 caliber revolver and 52 grams of suspected shabu (valued at PHP 353,600) from alias Alfie, 55, in a buy-bust operation in Barangay Tacas, Pontevedra, Capiz on 15 April 2026. The operation was conducted by the Pontevedra Municipal Police Station in coordination with the Capiz Police Provincial Office's Provincial Drug Enforcement Unit and the Regional Intelligence Unit in Western Visayas.","- 1 .38 caliber revolver
- 3 rounds of ammunition","Criminal Individual(s) (drug dealer)
Police (Pontevedra MPS, CPPO-PDEU, RIU 6-PIT Capiz, PRO 6)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,3,,,,,,Crime,Drug trafficking,1.03,https://www.sunstar.com.ph/iloilo/2-hvis-fall-in-iloilo-capiz-anti-drug-ops-p788800-shabu-seized
8,PHL.26.04.15.004,Seizure,Drug Suspect Arrested with Revolver in Iloilo City,15 April 2026,"Barangay Calaparan, Arevalo District, Iloilo City","Barangay Calaparan, Arevalo District",Iloilo City,Iloilo,10.6806316132578,122.527921663035,"Police seized one caliber 9mm revolver and three live rounds from alias ""Papang"" (also known as ""Nonoy""), 32, in a buy-bust operation in Barangay Calaparan, Arevalo District, Iloilo City on 15 April 2026. Authorities also confiscated approximately 70 grams of suspected shabu valued at PHP 476,000; the suspect failed to present any documentation for the firearm.","- 1 caliber 9mm revolver
- 3 rounds of ammunition","Criminal Individual(s) (drug dealer)
Police (RPDEU 6, RIU 6, PNP DEG-SOU 6, ICPS 6, PRO 6)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,3,,,,,,Crime,Drug trafficking,1.03,https://www.sunstar.com.ph/iloilo/3-drug-suspects-nabbed-over-p35m-shabu-seized
8,PHL.26.04.15.005,Seizure,Illegal Gambling Bust Yields Unlicensed Revolver in Makati City,15 April 2026,"Yague Street, Barangay Tejeros, Makati City, Metro Manila","Yague Street, Barangay Tejeros",Makati City,Metro Manila,14.5694255438195,121.013413000719,"Police seized a .32 caliber revolver loaded with two rounds when they arrested four individuals during an anti-illegal gambling operation along Yague Street, Barangay Tejeros, Makati City on 15 April 2026. Patrolling officers from Sub-Station 1 came upon the group playing ""cara y cruz""; during a subsequent procedural search, the revolver was found concealed in Jomar's sling bag. The four suspects face charges under Presidential Decree 1602 for illegal gambling; Jomar faces an additional charge under RA 10591.","- 1 .32 caliber revolver
- 2 rounds of ammunition","Criminal Individual(s) (illegal gamblers)
Police (Makati City Sub-Station 1)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1.02,https://tribune.net.ph/2026/04/16/illegal-gamblers-collared
8,PHL.26.04.15.006,Seizure,Drug Dealer Killed While Pistol Seized in Buy-Bust in Lanao del Sur,15 April 2026,"Barangay Purukan, Balabagan, Lanao del Sur",Barangay Purukan,Balabagan,Lanao del Sur,7.55516430769474,124.122009533759,"Police seized a Taurus 9mm pistol and approximately half a kilogram of suspected shabu (valued at PHP 3.4 million) from Farouk Ampuan Ansa (alias Gary), 54, who was killed after drawing the weapon on arresting officers during a buy-bust operation in Barangay Purukan, Balabagan, Lanao del Sur on 15 April 2026. PDEA-BARMM and Police Special Action Force personnel conducted the operation; after Ansa completed a drug transaction with an undercover operative, he pulled his pistol and opened fire before being neutralized by responding agents. Local officials noted the suspect had previously evaded six separate entrapment attempts across different municipalities in Lanao del Sur.","- 1 Taurus 9mm pistol
- ~12 rounds of ammunition","Criminal Individual(s) (drug dealer)
Police (PDEA-BARMM, Police Special Action Force)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,12,,,,,,Crime,Drug trafficking,1.12,https://newsinfo.inquirer.net/2213622/drug-suspect-slain-while-resisting-arrest-in-lanao-del-sur
8,PHL.26.04.15.007,Seizure,Barangay Councilor Arrested with Unlicensed Pistol in Cebu,15 April 2026,"Sitio Camanciles, Barangay Pangamihan, Toledo City, Cebu","Sitio Camanciles, Barangay Pangamihan",Toledo City,Cebu,10.3754496237941,123.755505100555,"Police seized one caliber .45 pistol, and seven rounds of ammunition from Richard Deiparine Habasaka, 43, a barangay councilor, in Sitio Camanciles, Barangay Pangamihan, Toledo City, Cebu on 15 April 2026. The operation was carried out by the Provincial Intelligence Unit following community complaints that Habasaka habitually carried a firearm causing fear among residents; surveillance and casing confirmed he was not a licensed firearm holder.","- 1 .45 caliber pistol
- 7 rounds of ammunition","Civilian Official(s) (Richard Deiparine Habasaka, barangay councilor)
Police (Provincial Intelligence Unit, Cebu PPO, Toledo City Police Station)","Civilian, Police",,1,,,,,,,,,,,,,,,,,,7,,,,,,,,1.07,https://www.sunstar.com.ph/superbalita-cebu/brgy-konsehal-nga-armado-nalutsag-warrant-gidakop
8,PHL.26.04.15.008,Seizure,Four Kidnappers Killed as PNP Rescues Businessman in Parañaque City,15 April 2026,"Macapagal Boulevard, Aseana Complex area, Parañaque City, Metro Manila","Macapagal Boulevard, Aseana Complex area",Parañaque City,Metro Manila,14.5270583960794,120.988075763648,"Police seized firearms, a hand grenade, PNP uniforms, fake license plates, and identification documents from four kidnappers killed in an armed encounter with the PNP Anti-Kidnapping Group (AKG) following the rescue of a 78-year-old Filipino-Indian businessman in Parañaque City on 15 April 2026. The victim had been abducted on 14 April; after the family paid a PHP 10 million ransom (negotiated down from PHP 50 million) at 7:11 p.m. and the victim was freed, AKG operatives moved in on the suspects' vehicle and an exchange of fire ensued. The four suspects — Argel Valenzuela Nabor and Robert Allan Raz (both AWOL PNP officers dismissed in 2025), Rhian Martinez de Guzman (found with NBI ID), and Robin Escandor Reyes — were declared dead on arrival at hospital; one AKG operative sustained minor wounds. Nabor also had an arrest warrant for ""malversation (diversion) of public funds or property.""","- Unspecified firearms (at least 1 pistol)
- 1 hand grenade
- ammunition","Criminal Organization (kidnap-for-ransom gang)
Former Police/Soldier (Argel Valenzuela Nabor, Robert Allan Raz — dismissed PNP officers)
Police (PNP Anti-Kidnapping Group)",Police,1,1,,,,,,,,,,,,,,1,,,,,,,,,,"Crime, Corruption/Abuse of Office",,7,https://www.sunstar.com.ph/manila/4-dead-in-kidnap-for-ransom-rescue-ops
8,PHL.26.04.15.009,Seizure,"Troops Seize Machine Gun, M4 Assault Rifles from NPA Insurgents in Surigao del Sur",15 April 2026,"Sitio Bulacan, Barangay Bolhoon, San Miguel, Surigao del Sur","Sitio Bulacan, Barangay Bolhoon",San Miguel,Surigao del Sur,8.86228235292469,125.975544910199,"Troops seized five firearms were seized following a clash with NPA militants in Sitio Bulacan, Barangay Bolhoon, San Miguel, Surigao del Sur on 15 April 2026. The operation, which left one NPA fighter dead, was launched following a civilian tip-off that the armed group had been extorting money and food supplies from community members; troops engaged the rebels in a brief firefight that forced the insurgents to retreat, abandoning one fatality at the scene.","- 3 M4 assault rifles
- 1 Colt 653 assault rifle
- Type 56M light machine gun","Military (PA, 75th Infantry Battalion, 3rd Special Forces Battalion, 401st Infantry Brigade, 4th Infantry Division, Eastern Mindanao Command)
NSAG (CPP-NPA, ROC-NEMRC)","Military, NSAG",,,,4,,,,1,,,,,,,,,,,,,,,,,,Insurgency,,30,https://www.pna.gov.ph/articles/1273043
8,PHL.26.04.16.001,Surrender/amnesty,"BIFF Members Surrender Mortars, Weapons to Government Forces in Maguindanao del Sur",16 April 2026,"Buayan, Datu Piang, Maguindanao del Sur",Buayan,Datu Piang,Maguindanao del Sur,7.03239727886238,124.491871808007,"Thirteen members of the Bangsamoro Islamic Freedom Fighters (BIFF)–Bungos Faction surrendered two craft 81mm mortars, two craft 60mm mortars, one M79 grenade launcher, one RPG-2-style launcher, one craft bolt-action rifle, three 9mm ""Uzi"" submachine guns, and one hand grenade to government forces in Datu Piang, Maguindanao del Sur on 16 April 2026. The surrenderers — drawn primarily from Shariff Saydona Mustapha, Mamasapano, Datu Saudi Ampatuan, and Shariff Aguak — were presented to 601st Infantry Brigade Commander Brigadier General Edgar L. Catu; they cited the desire to live peaceful lives as the primary reason for laying down their arms and were enrolled in the MILG TUGON reintegration program. The surrender brought the cumulative total of DI and BIFF members who had surrendered to 6th Infantry Division units since 2021 to 1,787.","- 2 craft 81mm mortars
- 2 craft 60mm mortars
- 1 M79 grenade launcher
- 1 RPG launcher (B40)
- 1 craft rifle
- 3 craft MAC-10-style submachine guns
- 1 hand grenade","NSAG (BIFF-Bungos Faction; DI/Dawlah Islamiya)
Military (PA, 38th Infantry Battalion, 601st Infantry Brigade, 6th Infantry Division)
Police (Sultan sa Barongis MPS, PNP)","Military, NSAG, Police",,,,,,,,,,1,,,4,,,1,,,,,,1,,3,1,Insurgency,,144,https://www.facebook.com/permalink.php?story_fbid=pfbid0Vh2N55Rgxj8T6pvFF9iznEdfNyJhLmNKQBFH9yGvQYpyuYWNVCUjNHJ4zABH7XLql&id=61571839607291
8,PHL.26.04.16.002,Seizure,Two Women Arrested with Assault Rifles at Checkpoint in Maguindanao del Sur,16 April 2026,"National Highway, Barangay Poblacion, Talayan, Maguindanao del Sur","National Highway, Barangay Poblacion",Talayan,Maguindanao del Sur,6.98358583710496,124.35503614851,"Police seized one Bushmaster assault rifle, one VLTOR assault rifle, and 10 rounds of ammunition when they arrested two women transporting the weapons in an SUV at a checkpoint in Barangay Poblacion, Talayan, Maguindanao del Sur on 16 April 2026. The suspects — Samsiah Layug Bacol, 34, of Datu Odin Sinsuat (driving), and Bai Janine Guinalan Carillo, 43, of Cotabato City — failed to present any legal documentation for the firearms; initial interrogation revealed they claimed to have been instructed only to refuel the vehicle before admitting ownership of the weapons.","- 1 Bushmaster AR-pattern assault rifle
- 1 VLTOR AR-pattern assault rifle
- 10 rounds of ammunition","Criminal Individual(s) (Samsiah Layug Bacol, Bai Janine Guinalan Carillo)
Police (Talayan MPS, Maguindanao del Sur PPO)","Criminal Individual, Police",,,,2,,,,,,,,,,,,,,,,10,,,,,,,,10.1,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid024FAAFUKRDyyBDWpsyz8yHm6m1dnWzzui6fBMVSwE9xF8RpuTk7gqk3VUrgrzjFhql
8,PHL.26.04.16.003,Seizure,Shooting Suspect Surrenders Pistol to Police in Davao City,16 April 2026,"Purok 23, Mandaguit, Barangay Calinan, Davao City","Purok 23, Mandaguit, Barangay Calinan",Davao City,Davao del Sur,7.18246100172163,125.462689020621,"A shooting suspect surrendered a Colt .45 caliber pistol with ammunition approximately five hours after he shot a 41-year-old glass installer at a glass supply store in Barangay Calinan, Davao City on 16 April 2026. Personnel from Calinan Police Station 10 used CCTV footage and witness accounts to identify the suspect; the same day, Arnel surrendered to police at his residence along with the weapon believed to be the crime firearm. The shooting was described as the result of a long-standing right-of-way dispute; the victim was in stable condition at hospital.",- 1 Colt .45 caliber pistol with live ammunition,"Criminal Individual(s) (Arnel, shooting suspect)
Police (Calinan Police Station PS10, DCPO)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,,,,,,,Interpersonal dispute,,1,https://www.mindanaotimes.com.ph/davao-police-crack-calinan-shooting-in-five-hours/?utm_source=rss&utm_medium=rss&utm_campaign=davao-police-crack-calinan-shooting-in-five-hours
8,PHL.26.04.16.004,Seizure,Police Seize Pistol from Suspect Accused of Brandishing Weapon in Negros Oriental,16 April 2026,"Sitio Lower Moog, Barangay Planas, Guihulngan City, Negros Oriental","Sitio Lower Moog, Barangay Planas",Guihulngan City,Negros Oriental,10.1724961590488,123.245283452692,"Police seized one caliber .45 pistol, two magazines, and 11 rounds of live ammunition from alias Mando, 34, in Sitio Lower Moog, Barangay Planas, Guihulngan City, Negros Oriental on 16 April 2026. The operation was prompted by community complaints that the suspect habitually brandished and discharged his firearm in public, causing fear among residents; casing and surveillance confirmed he held no firearms license.","- 1 .45 caliber pistol
- 2 magazines
- 11 rounds of .45mm live ammunition","Criminal Individual(s) (alias Mando)
Police (Norppo Intelligence Unit, PDEU, Guihulngan City Police Station, PRO-NIR)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,11,,,,,,,,1.11,https://www.sunstar.com.ph/bacolod/pro-nir-seizes-loose-firearms-ammunition-3
8,PHL.26.04.16.005,Seizure,Pistol Seized from Robbery Suspect After Violent Encounter in Bulacan,16 April 2026,"Sitio Gitna, Barangay Balasing, Santa Maria, Bulacan","Sitio Gitna, Barangay Balasing",Santa Maria,Bulacan,14.8507492051434,121.00572450758,"Police seized a caliber .45 pistol after a robbery suspect died from a self-inflicted gunshot wound during a struggle with barangay tanods in Sitio Gitna, Barangay Balasing, Santa Maria, Bulacan on 16 April 2026. Two suspects on a motorcycle robbed victims in the area; when flagged down, the back rider drew a .45 pistol and aimed it at the tanods, at which point a deputy tanod — a retired police officer — struck the suspect's arm with a baton, causing a struggle that caused the firearm to discharge and fatally wound the suspect. His companion fled toward San Jose del Monte and a manhunt was launched.",- 1 .45 caliber pistol,"Criminal Individual(s) (robbery suspect, unnamed)
State Auxiliary (barangay tanods, Santa Maria, Bulacan)",Criminal Individual,,1,,,,,,,,,,,,,,,,,,,,,,,,Crime,,1,https://tribune.net.ph/2026/04/16/robbery-suspect-killed-16-arrested
9,PHL.26.04.16.006,Seizure,Authorities Seize Grenades from NPA Arms Cache in Isabela,16 April 2026,"Barangay Disulap, San Mariano, Isabela",Barangay Disulap,San Mariano,Isabela,16.9665820623185,122.072027016124,"Police and military personnel seized an NPA arms cache — comprising improvised explosive device components, rifle grenades, high explosives, ammunition, and associated materiel — in Barangay Disulap, San Mariano, Isabela on 16 April 2026. The operation was launched following intelligence provided by a former rebel identified as Ka Jhonny, who disclosed the cache's location. M76-series rifle grenades and other explosive ordnance were turned over to the Isabela PECU for safe disposal; the two recovered M60 machine gun barrels, bearing defaced serial numbers, were submitted to the Butuan City Forensic Unit for ballistic examination.","- 2 M76 HE rifle grenades
- 5 40mm projected grenades
- 16 rounds of ammunition","NSAG (CPP-NPA)
Military (PA, 95th Infantry Battalion)
Police (Isabela PPO, 1st IPMFC, PIU-IPPO, RIU 2, Isabela PECU)","Military, NSAG, Police",,,,,,,,,,,,,,,,,5,2,,16,,,,,,Insurgency,,9.16,https://www.facebook.com/pro2rpio/posts/pfbid02EzeBHuwNKhSGwdSRddxZDqNmZyigdDFJePNPNGmZdu8oJzaRbNgx5zkVhNaBx2jol
8,PHL.26.04.17.001,Seizure,Troops Seize M4 Assault Rifle During Clash with NPA Fighters in Samar,17 April 2026,"Barangay Salvacion, Jiabong, Samar",Barangay Salvacion,Jiabong,Samar,11.8293741094402,124.951122862359,"Troops of the 46th Infantry (Peacemakers) Battalion seized one M4 Bushmaster rifle following a brief clash with four NPA militants near Barangay Salvacion, Jiabong, Samar on 17 April 2026. One NPA member, alias John Paul, was killed; the three remaining insurgents fled, abandoning the body and the firearm. Subsequent identification confirmed the fatality was a 17-year-old minor from San Jose de Buan, Samar, reportedly recruited into the armed movement at age 13. No government casualties were reported.",- 1 M4 Bushmaster assault rifle,"Military (PA, 46th Infantry Battalion, 801st Infantry Brigade, 8th Infantry Division)
NSAG (CPP-NPA, Yakal Platoon, SRC Browser, EVRPC)","Military, NSAG",,,,1,,,,,,,,,,,,,,,,,,,,,,Insurgency,,5,https://www.facebook.com/permalink.php?story_fbid=pfbid02WKicfBkuJR9e14VqtPeAxGieT8n1V4ZuT2rksQTyRSQiAgqjGxz6tiSEuKviA6AWl&id=61556229512707
8,PHL.26.04.17.002,Surrender/amnesty,Sulu Residents Surrender Eight Firearms to Government Forces,17 April 2026,"Barangays Upper Patibulan, Su-uh, Seit Lake, and Asin, Panamao; Sitio Lukbo, Barangay Saimbangon, and Barangay Niog-Niog, Pata, Sulu","Barangays Upper Patibulan, Su-uh, Seit Lake, and Asin, Panamao; Sitio Lukbo, Barangay Saimbangon, and Barangay Niog-Niog, Pata, Sulu",,Sulu,5.93678444641871,121.252630217679,"Residents of Panamao and Pata, Sulu surrendered seven firearms to government forces across Panamao and Pata, Sulu on 17–18 April 2026 as part of the RFGFPCC campaign. In Panamao, troops of the 21st Infantry Battalion received an M79 grenade launcher and a .357 Magnum revolver in Barangay Upper Patibulan; a second .357 Magnum revolver in Barangay Su-uh; and one M1 Garand rifle in Barangay Seit Lake — all on 17 April. On 18 April, one low-powered firearm and one M203 grenade launcher were surrendered in Barangay Asin. In Pata, troops of the 104th Infantry Battalion received one M1 Garand rifle in Sitio Lukbo, Barangay Saimbangon and one .45 caliber pistol in Barangay Niog-Niog on 17–18 April.","- 1 M79 grenade launcher
- 2 .357 Magnum revolvers
- 2 M1 Garand rifles
- 1 M203 grenade launcher
- 1 unspecified firearm
- 1 .45 caliber pistol","Civilian Community (surrenderers in Panamao and Pata)
Military (PA, 21st IB, 104th IB, 1102nd Infantry Brigade, 11th Infantry Division)
Police (Panamao MPS, Pata MPS, PNP)","Civilian, Military, Police",1,1,2,,2,,,,,2,,,,,,,,,,,,,,,,Gun ban,,30,https://www.sunstar.com.ph/zamboanga/peace-campaign-in-sulu-continue-to-progress
8,PHL.26.04.17.003,Seizure,Government Forces Seize Weapons from High-Profile DI-MG Cell in Lanao del Sur,17 April 2026,"Barangay Banga-Pantar, Marantao, Lanao del Sur",Barangay Banga-Pantar,Marantao,Lanao del Sur,7.9506552305296,124.234410855565,"Government forces seized two M16 assault rifles, one M4 assault rifle, one M1 Garand rifle, one .38 caliber revolver, one F1 hand grenade, and IED components when they killed ten members of the Dawlah Islamiya-Maute Group (DI-MG) in Barangay Banga-Pantar, Marantao, Lanao del Sur on 17 April 2026. CIDG operatives and troops of the 103rd Infantry Brigade were serving multiple arrest warrants against DI-MG members for charges of murder, frustrated homicide, homicide, kidnapping, and serious illegal detention when the suspects opened fire. No casualties were reported on the government side; a wounded infant was rescued from the encounter site and immediately given medical attention.

Among the ten killed were the group's Amir, Amerol Mangoranca alias ""Usman,"" and his sub-leader, Benjie Amir alias ""Muslih/Benjie"" — both listed in the AFP's Periodic Status Report for Q1 2026 and the primary subjects of the arrest warrants. The casualties included four women, including the wives of the militants. The group was directly linked to the 23 January 2026 ambush in Barangay Lininding, Munai, Lanao del Norte that killed four soldiers and wounded another, as well as Mangoranca's alleged role in planning the December 2023 bombing inside the Mindanao State University in Marawi that killed four Catholic worshippers. Two of the fatalities — Bato and Aragon — were former violent extremists who had previously surrendered to authorities before returning to armed activity.","- 2 M16A1 assault rifles
- 1 M4 assault rifle
- 1 M1 Garand rifle
- 1 .38 caliber revolver
- 1 F1 hand grenade
- ~150 rounds of ammunition","Military (PA, 103rd Infantry Brigade, 1st Infantry Division, JTF-Zampelan, Western Mindanao Command)
Police (CIDG-BAR, CIDG Cotabato City Field Unit, PNP Special Action Force, PRO-BAR, Lanao del Sur PPO, NICA-10)
NSAG (DI/Dawlah Islamiya-Maute Group)","Military, NSAG, Police",,,1,3,1,,,,,,,,,,,1,,,,150,,,,,,Insurgency,,25.5,https://tribune.net.ph/2026/04/17/10-terrorists-including-head-of-maute-group-neutralized-in-lanao-del-sur
